reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
ea4f359a-d30d-488a-8145-f821c47ac279,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya pesan makanan dengan estimasi yang terlambat sangat lama, mana tidak bisa di cancel, seharus ada opsi untuk pembeli gofood kalau waktu jauh melebihi estimasi bisa di cancel, atau setidak ada room chat buat pembeli dan pihak resto buat berpesan, terlambat hampir 1 jam! Kalo memang resto atau driver nggak bisa on time langsung beri info biar saya tidak menunggu lama !!!! Kalo memang tidak bisa setidak ngomong !!! Biar saya punya opsi cari di tempat lain !!!",1,197,5.6.2001,02/01/2025 12:24,"Hai Kak Andy, mohon maaf atas ketidakmanan. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depan. Apabila ada pertaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",02/01/2025 17:30,5.6.2001
5d8356d1-3dac-4ff5-84f1-e0c004ebeb9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makin kesini makin aneh, beda banget sama yang sebelah, bukan maksud bandingin, tapi pesen gofood jam 6 sama pesen shopeefood jam 6 lebih 40(18.40) yang datang cepet shopeefood, padahal lokasi gak terlalu jauh.",3,1,5.9.2001,13/07/2025 12:01,"Hai Kak Rovixa, mohon maaf atas ketidakmanan. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",13/07/2025 13:02,5.9.2001
8df31734-cb9b-4e15-b4e8-219aa8bc4719,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"update baru malah membingungkan, buat apa ada pemberitahuan gojek lagi rame setelah memesan makanan. masalah orang tua saya karena bingung, merasa kalau pesanan g masuk dan mesan lagi. akhir pesanan berlebih. tolong dihapus saja, pemberitahuan seperti itu saya pun g tahu mau menjelaskan fungsi seperti apa ke orang tua ðŸ™",3,9,5.24.1,15/07/2025 0:04,"Hai Kak @Slayer, mohon maaf atas ketidakmanan. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depan. Kemudian terkait keluhan, silakan laporkan ke menu Bantuan di aplikasi Gojek dengan mengetik ""Pesanan dibuat satu kali, namun terkonfirmasi dobel"".^Melisa",15/07/2025 1:59,5.24.1
bd27cff7-8a92-4e05-9741-59f0d6298b54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kecewa hilang semua promo ngga bisa di gunakan.. padahal udah terbiasa gunakan gojek. terpaksa pindah aplikasi sebelah yg banyak promo,2,3,5.24.2,17/07/2025 11:40,"Hai Kak, mohon maaf atas ketidakmanan. Mengenai promo mengikuti syarat dan ketentuan yang berlaku ya. Apabila promo/voucher tersebut tidak digunakan & sudah melewati masa berlaku, maka secara otomatis akan hilang dari halaman 'My Voucher' kamu. Jika ada kendala lain, silakan kunjungi menu Bantuan di aplikasi Gojek atau GoPay kamu. ^Miko",17/07/2025 12:17,5.24.2
7743ff8b-cecb-484d-af70-cf18ada6a88a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi bagus banget dan kalau ada promo jadi murah banget sering"" ada promo ya gojek ¹",5,7,5.24.2,18/07/2025 9:10,,,5.24.2
7bed8871-288b-4878-9d39-f1cd1fcd93b4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gojek ini aplikasi antar barang atau beli yang serius. 30 menit waktu antar kita harus mantengin hp agar perjalanan pengantar lancar, kita lupa karena ada urusan lain siap2 saja dimarahin. apa tidak ada kebijakan, kalau tidak respon dan menunggu diluar maka dikenakan tambahan biaya tunggu. tapi pengantar harus menunggu dengan senyum. cape mesen gojek gini mulu. kalau saya ada waktu 30 menit untuk mantengin, kenapa saya gak jalan sendiri aja ketoko sendiri.",3,5,5.24.2,19/07/2025 5:31,"Hai Kak Fiby, mohon maaf atas ketidakmanan. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depan. Apabila ada pertaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melisa",19/07/2025 6:03,5.24.2
c6e3b950-89fc-41ea-8383-0a15922162d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"akhir"" ini aplikasi suka gangguan, sering eror yg tadi ny mw pesen makan jd q cancel,, besok lagi mau buka aplikasi masih aja eror..",3,1,5.24.2,20/07/2025 4:28,"Hai Kak Erangga, mohon maaf atas ketidakmanan. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulir. Kami siap membantu. ^Melisa",20/07/2025 4:38,5.24.2
bffc73fa-3cb1-41bf-84e4-1b6e74fa90f7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong perbaiki aplikasi saya sudah dapat driver dan sudah sampe tujuan, kenapa bisa tiba-tiba driver datang yg lain dari arah saya pesan ke tempat tujuan yg sama.... saat saya sudah sampe lantai 6 lalu driver nelp, sedangkan saya sudah dapat driver... karena kasian jadi saya kebawah dan bayar lagi gojek tsb, saya bayar 2 kali.... apakah gojek sudah bisa dihack oleh driver sendiri.. driver tsb tidak pakai helm gojek dan tidak pakai jaket...",1,12,5.24.2,20/07/2025 12:09,"Hai Kak Abdul, mohon maaf atas ketidakmanan. Kedepan jika terjadi double order kamu dapat melakukan pembatalan dari aplikasi untuk salah satu order ya. Jika kamu memiliki pertaan atau kendala lain, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Miko",20/07/2025 11:45,5.24.2
7959ee6f-9fa0-4674-9e93-e20b9b3ac498,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"super baguss, cuman perlu di update, ketika kita tap one, sbelum berangkat ke, dan pulang lagi dengan tujuan yg sebalik fitur tap one seharus mobil juga ikutan dong ukuran XL jangan L, sebelum perjalanan pake mobil XL harus kita pulang make lagi dengan tujuan sebalik pake mobil yg sama juga XL, perlu di perbarui.., selebih bagus perlu di percakep dan fitur di matangkan, thanks gojekkk",5,105,5.24.2,20/07/2025 13:09,,,5.24.2
a03d56ea-ea18-4d25-bceb-f02d7f5bb6c5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Khusus untuk layanan Ride tolong di perhatikan keamanan driver tuh. jangan buat titik jemput di area rawan bentrok dengan opang & angkot tradisional,kami selaku customer juga jadi repot harus berpindah titik lagi.",3,1,5.24.2,21/07/2025 3:11,"Hai, Kak Djati, untuk titik jemput driver sesuai dengan titik jemput yang ditentukan oleh customer ya, Kak. Jika titik jemput bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Titik jemput/antar tidak akurat"" > pilih artikel dan isi formulir. Kami siap membantu. ^Maura",21/07/2025 4:10,5.24.2
